/home/ccollins/allmols/8/noopt/cam/6hl13la6ea-6ia4dd-4aa4af4ae-.log,6hl13la6ea-6ia4dd-4aa4af4ae-,---,---,---,---,---,---,---,---,---,---
/home/ccollins/allmols/8/noopt/cam/12df13hh13dl4fd-13ei6ii-6ie12hf.log,12df13hh13dl4fd-13ei6ii-6ie12hf,---,[],"td cam-b3lyp/6-31g(d,p) geom=connectivity",-5.09315471679,-0.994031852351,224,7.6979,-2901.0841959,2.2517,4.23333333333
/home/ccollins/allmols/8/noopt/cam/12id6hf6lh-12df12lh-12ld13ii12fh-.log,12id6hf6lh-12df12lh-12ld13ii12fh-,---,[],"td cam-b3lyp/6-31g(d,p) geom=connectivity",-3.72061251497,-1.42288326196,225,13.0360,-3027.6367875,0.5621,6.66666666667
/home/ccollins/allmols/8/noopt/cam/6fa6la-12hi12ae-4fi13ll-4di-4ai.log,6fa6la-12hi12ae-4fi13ll-4di-4ai,---,[],"td cam-b3lyp/6-31g(d,p) geom=connectivity",-4.33096385492,-1.191858613,216,6.9561,-2726.9797635,0.4658,5.28333333333
/home/ccollins/allmols/8/noopt/cam/4af12eh13la6fh6ee4ai-6ah6dd.log,4af12eh13la6fh6ee4ai-6ah6dd,---,[],"td cam-b3lyp/6-31g(d,p) geom=connectivity",-5.36254741699,-1.5994851432,217,16.2412,-2769.2230169,2.3065,4.26666666667
/home/ccollins/allmols/8/noopt/cam/6ii13fd6fd-6hf-4af4he-12hf-6fi-.log,6ii13fd6fd-6hf-4af4he-12hf-6fi-,---,[],"td cam-b3lyp/6-31g(d,p) geom=connectivity",-5.2694844842,-1.52274904072,221,4.8809,-2882.7275792,1.9738,3.31666666667
/home/ccollins/allmols/8/noopt/cam/12ef6lh-13fl-4af-13ah-12hi-6ah-12lf.log,12ef6lh-13fl-4af-13ah-12hi-6ah-12lf,---,[],"td cam-b3lyp/6-31g(d,p) geom=connectivity",-4.34865125443,-0.58069093154,212,7.9630,-2807.7180545,1.4785,3.71666666667
/home/ccollins/allmols/8/noopt/cam/4hh12hl-6ld4fh4af6eh-12ih-12ha-.log,4hh12hl-6ld4fh4af6eh-12ih-12ha-,---,[],"td cam-b3lyp/6-31g(d,p) geom=connectivity",-3.22046727965,-0.486811657228,220,8.5235,-2846.5273939,0.0529,7.5
/home/ccollins/allmols/8/noopt/cam/13aa6if12aa13hi13eh-13ff-6ah6ee.log,13aa6if12aa13hi13eh-13ff-6ah6ee,---,[],"td cam-b3lyp/6-31g(d,p) geom=connectivity",-4.78920355909,-0.915118839161,196,7.4839,-2503.6810582,2.0139,5.01666666667
/home/ccollins/allmols/8/noopt/cam/13lf12ai-13hi-4aa6af-13fe-12lh6ii.log,13lf12ai-13hi-4aa6af-13fe-12lh6ii,---,[],"td cam-b3lyp/6-31g(d,p) geom=connectivity",-4.43899304884,-1.88275564917,204,12.7945,-2607.1489462,-0.7304,3.68333333333
/home/ccollins/allmols/8/noopt/cam/13ie13ha6de12dh4ie-4fa12hi13he.log,13ie13ha6de12dh4ie-4fa12hi13he,---,[],"td cam-b3lyp/6-31g(d,p) geom=connectivity",-4.90158657443,-1.78479466728,214,8.9413,-2696.2476339,0.0939,5.01666666667
/home/ccollins/allmols/8/noopt/cam/4le6fi4hf6he-13hl-6ee-12ai-4fe-.log,4le6fi4hf6he-13hl-6ee-12ai-4fe-,---,[],"td cam-b3lyp/6-31g(d,p) geom=connectivity",-3.53230973867,-0.821783792526,233,9.3093,-2948.1830987,0.1709,8.13333333333
/home/ccollins/allmols/8/noopt/cam/6ah13eh-6fa-13df12hl-6af12di-13he-.log,6ah13eh-6fa-13df12hl-6af12di-13he-,---,[],"td cam-b3lyp/6-31g(d,p) geom=connectivity",-5.15438033048,-1.36546724202,210,6.5344,-2762.611292,2.0091,3.73333333333
/home/ccollins/allmols/8/noopt/cam/13ah12al13el6la6dd-4ai-13ah-4fd-.log,13ah12al13el6la6dd-4ai-13ah-4fd-,---,[],"td cam-b3lyp/6-31g(d,p) geom=connectivity",-4.92036242929,-1.59621977714,213,5.8054,-2732.8320581,1.8635,3.58333333333
/home/ccollins/allmols/8/noopt/cam/6dd4ha6he-13hi12ld6ad6ll12fe.log,6dd4ha6he-13hi12ld6ad6ll12fe,---,[],"td cam-b3lyp/6-31g(d,p) geom=connectivity",-5.25968838601,-1.66588091982,232,6.1279,-3028.2174966,0.8819,6.7
/home/ccollins/allmols/8/noopt/cam/4ll12he6ei-12aa13le-13ha-6aa-6al-.log,4ll12he6ei-12aa13le-13ha-6aa-6al-,---,[],"td cam-b3lyp/6-31g(d,p) geom=connectivity",-4.0917757908,-1.0084538858,211,4.5093,-2680.8837487,0.8162,5.51666666667
/home/ccollins/allmols/8/noopt/cam/13ii6fa-13ia-12fh-12fl-6ea-4ei-6lf-.log,13ii6fa-13ia-12fh-12fl-6ea-4ei-6lf-,---,[],"td cam-b3lyp/6-31g(d,p) geom=connectivity",-3.46400916519,-0.479736697425,213,3.6352,-2741.1698567,0.7531,4.9
/home/ccollins/allmols/8/noopt/cam/13ih12eh-13el-12ld-6ia-6hh-12he-12ah-.log,13ih12eh-13el-12ld-6ia-6hh-12he-12ah-,---,[],"td cam-b3lyp/6-31g(d,p) geom=connectivity",-4.70430404146,-1.11185714446,215,12.1169,-2786.574539,1.9823,3.65
